volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality_label
0.41,0.24,1.0296194171811581,0.07696104113612832,2.4849066497880004,0.9962,0.4637340162321401,9.5,Low
0.71,0.0,1.0647107369924282,0.07696104113612832,3.58351893845611,0.9972,0.4382549309311553,9.4,Low
0.645,0.0,1.0986122886681098,0.0788111804242897,2.833213344056216,0.9964,0.4637340162321401,9.8,Low
0.675,0.07,1.2237754316221157,0.08525984395082342,4.418840607796598,0.9958,0.43178241642553783,10.1,Low
0.655,0.12,1.1939224684724346,0.07973496801885356,4.736198448394496,0.9966,0.5068176023684519,9.8,Low
0.32,0.25,1.0296194171811581,0.09803374027136541,3.9318256327243257,0.9957,0.4382549309311553,9.2,Low
0.645,0.0,1.8718021769015913,0.08250122151174369,2.9444389791664403,0.9986,0.4382549309311553,9.6,Low
0.6,0.14,1.2237754316221157,0.08250122151174369,2.772588722239781,0.9975,0.4700036292457356,10.8,Low
0.38,0.28,1.1314021114911006,0.0639133257436528,3.4339872044851463,0.9968,0.5481214085096876,9.7,Medium-High
0.45,0.36,1.9315214116032138,0.07138999608667293,4.477336814478207,0.9978,0.6043159668533294,10.5,Low
0.61,0.3,1.33500106673234,0.08434114843375087,3.8501476017100584,0.9976,0.412109650826833,9.3,Low
0.49,0.2,1.2809338454620642,0.2866815721181974,2.70805020110221,0.9968,0.6418538861723948,10.5,Low
0.66,0.22,1.1631508098056809,0.06672363204290818,3.1780538303479458,0.9968,0.7884573603642702,10.3,Low
0.52,0.15,1.1314021114911006,0.05259245011917058,4.189654742026425,0.9934,0.44468582126144574,13.1,Low
0.935,0.43,1.1631508098056809,0.10795714150509228,4.74493212836325,0.997,0.5481214085096876,9.2,Low
0.66,0.26,0.9932517730102833,0.07138999608667293,3.1780538303479458,0.9971,0.5538851132264376,9.2,Low
0.52,0.04,1.1631508098056809,0.06672363204290818,2.772588722239781,0.9956,0.48858001481867097,9.4,Low
0.5,0.04,1.1314021114911006,0.0657877405380031,2.70805020110221,0.9955,0.49469624183610705,9.4,Low
0.38,0.36,1.3862943611198906,0.07788653865707124,4.787491742782046,0.997,0.44468582126144574,9.4,Low
0.51,0.15,1.33500106673234,0.10436001532424277,4.30406509320417,0.9955,0.48858001481867097,10.2,Low
0.42,0.57,1.4816045409242156,0.06765864847381481,2.3978952727983707,0.9971,0.48858001481867097,9.6,Low
0.59,0.18,1.1939224684724346,0.07325046173959267,4.007333185232471,0.9975,0.4637340162321401,10.0,Low
0.39,0.31,1.2237754316221157,0.07138999608667293,3.8501476017100584,0.9962,0.43178241642553783,9.4,Low
0.4,0.4,1.1631508098056809,0.07603468627599762,3.970291913552122,0.998,0.49469624183610705,9.2,Low
0.69,0.49,1.0296194171811581,0.10885440491208209,4.727387818712341,0.9968,0.5364933705145685,9.3,Low
0.735,0.05,1.0986122886681098,0.07788653865707124,4.007333185232471,0.9966,0.4510756193602166,9.8,Low
0.725,0.05,1.7316555451583497,0.08250122151174369,2.4849066497880004,0.9962,0.3293037471426004,10.9,Low
0.725,0.05,1.7316555451583497,0.08250122151174369,2.4849066497880004,0.9962,0.3293037471426004,10.9,Low
0.705,0.07,0.9555114450274363,0.07325046173959267,2.772588722239781,0.9962,0.4574248470388754,10.7,Low
0.705,0.05,1.0647107369924282,0.07138999608667293,2.995732273553991,0.9962,0.6678293725756554,10.5,Low
0.69,0.22,1.0647107369924282,0.08065790301745447,4.553876891600541,0.9961,0.3920420877760237,9.5,Low
0.675,0.26,1.1314021114911006,0.08065790301745447,3.784189633918261,0.9976,0.4252677354043441,9.2,Low
0.41,0.64,1.1631508098056809,0.08892620919440151,3.7612001156935624,0.9986,0.5068176023684519,10.5,Low
0.785,0.0,1.2237754316221157,0.09893994785490356,3.4339872044851463,0.9966,0.4382549309311553,10.7,Low
0.75,0.12,1.0986122886681098,0.08250122151174369,4.394449154672439,0.9958,0.41871033485818504,10.1,Low
0.625,0.2,0.9162907318741551,0.07696104113612832,4.787491742782046,0.9972,0.7514160886839212,9.1,Low
0.45,0.2,0.9555114450274363,0.06672363204290818,2.772588722239781,0.9958,0.44468582126144574,9.2,Low
0.5,0.47,1.0986122886681098,0.08250122151174369,4.30406509320417,0.997,0.4510756193602166,9.1,Low
0.3,0.48,1.0296194171811581,0.06672363204290818,4.127134385045092,0.9959,0.5766133643039938,10.3,Low
0.55,0.15,1.1631508098056809,0.07325046173959267,3.713572066704308,0.9961,0.4637340162321401,10.1,Low
0.49,0.28,1.0647107369924282,0.10436001532424277,4.919980925828125,0.9972,1.0818051703517284,9.9,Low
0.49,0.26,1.0647107369924282,0.06015392281974709,3.4657359027997265,0.9966,0.49469624183610705,9.6,Low
0.39,0.44,1.1314021114911006,0.10165365372649983,4.836281906951478,0.9978,0.7975071958841881,9.5,Low
0.62,0.08,1.0296194171811581,0.07325046173959267,3.2188758248682006,0.9978,0.4252677354043441,9.0,Low
0.52,0.26,1.0647107369924282,0.07603468627599762,4.948759890378168,0.9964,0.43178241642553783,9.5,Low
0.49,0.28,1.0647107369924282,0.10436001532424277,4.919980925828125,0.9972,1.0818051703517284,9.9,Low
0.49,0.26,1.0647107369924282,0.06015392281974709,3.4657359027997265,0.9966,0.49469624183610705,9.6,Low
1.02,0.04,0.8754687373538999,0.04401688541677433,4.454347296253507,0.9938,0.3920420877760237,10.5,Low
0.775,0.0,1.3862943611198906,0.09712671073072274,3.1780538303479458,0.9965,0.44468582126144574,10.7,Low
0.9,0.06,1.252762968495368,0.07603468627599762,2.3978952727983707,0.9967,0.44468582126144574,9.8,Low
0.545,0.18,1.0647107369924282,0.07696104113612832,3.58351893845611,0.9972,0.4637340162321401,9.0,Low
0.61,0.3,1.1314021114911006,0.08065790301745447,3.9318256327243257,0.9972,0.4762341789963716,10.2,Low
0.545,0.18,1.0647107369924282,0.07696104113612832,3.58351893845611,0.9972,0.4637340162321401,9.0,Low
0.575,0.22,1.1314021114911006,0.07417939817425151,4.189654742026425,0.9967,0.412109650826833,9.2,Low
0.49,0.24,1.1631508098056809,0.06765864847381481,3.6109179126442243,0.996,0.3920420877760237,9.4,Low
0.575,0.22,1.1314021114911006,0.07417939817425151,4.189654742026425,0.9967,0.412109650826833,9.2,Low
0.41,0.68,0.9932517730102833,0.3832194991608447,4.248495242049359,0.9973,0.8372475245337022,9.3,Low
0.63,0.31,0.9932517730102833,0.08434114843375087,4.174387269895637,0.9969,0.5822156198526637,9.3,Low
0.56,0.19,1.0296194171811581,0.09893994785490356,3.871201010907891,0.9964,0.6575200029167941,9.5,Low
0.62,0.09,1.1631508098056809,0.08065790301745447,4.6913478822291435,0.9964,0.5068176023684519,9.8,Low
0.31,0.44,1.1939224684724346,0.07696104113612832,3.8501476017100584,0.9988,0.5128236264286639,9.7,Low
0.56,0.19,1.0296194171811581,0.09893994785490356,3.871201010907891,0.9964,0.6575200029167941,9.5,Low
0.4,0.31,1.1631508098056809,0.08617769624105233,4.143134726391533,0.9966,0.48858001481867097,10.5,Low
0.54,0.28,1.0647107369924282,0.07417939817425151,3.713572066704308,0.9978,0.4762341789963716,10.0,Low
1.07,0.09,0.9932517730102833,0.16381808522939498,4.499809670330265,0.9962,0.4510756193602166,9.0,Low
0.55,0.04,1.1631508098056809,0.11243542932978817,4.04305126783455,0.9962,0.4700036292457356,10.9,Low
0.695,0.0,1.252762968495368,0.07232066157962612,2.6390573296152584,0.998,0.41871033485818504,9.2,Low
0.5,0.17,0.9555114450274363,0.0788111804242897,4.634728988229636,0.996,0.3920420877760237,9.5,Low
1.33,0.0,0.9932517730102833,0.07788653865707124,2.5649493574615367,0.9964,0.3987761199573678,10.9,Low
1.33,0.0,1.0296194171811581,0.0788111804242897,2.5649493574615367,0.9964,0.3920420877760237,10.9,Low
0.59,0.16,1.0296194171811581,0.06297479916138844,2.833213344056216,0.9962,0.6523251860396903,10.5,Medium-High
0.745,0.56,1.0986122886681098,0.11154137473290741,4.90527477843843,0.9968,0.5068176023684519,9.4,Low
0.5,0.09,1.1939224684724346,0.04783732941416013,4.605170185988092,0.9937,0.48858001481867097,13.0,Low
1.04,0.05,1.1631508098056809,0.08065790301745447,3.4011973816621555,0.9959,0.4382549309311553,9.9,Low
0.745,0.11,1.0647107369924282,0.08617769624105233,4.1588830833596715,0.9965,0.598836501088704,9.6,Low
0.415,0.36,1.0986122886681098,0.07788653865707124,3.828641396489095,0.9972,0.49469624183610705,9.2,Low
0.745,0.11,1.0647107369924282,0.08617769624105233,4.1588830833596715,0.9965,0.598836501088704,9.6,Low
0.34,0.0,1.0296194171811581,0.048790164169432,4.1588830833596715,0.9916,0.5822156198526637,14.0,Low
0.39,0.08,0.9932517730102833,0.0639133257436528,3.044522437723423,0.9954,0.4574248470388754,9.4,Low
0.34,0.0,1.0296194171811581,0.048790164169432,4.1588830833596715,0.9916,0.5822156198526637,14.0,Low
0.67,0.55,1.0296194171811581,0.11064652008706356,4.955827057601261,0.9968,0.4824261492442927,9.4,Low
0.68,0.02,1.0296194171811581,0.08342160813907239,4.553876891600541,0.9944,0.41871033485818504,10.0,Low
0.49,0.1,1.1939224684724346,0.07138999608667293,3.4339872044851463,0.9959,0.4574248470388754,10.2,Low
0.33,0.47,1.1314021114911006,0.07417939817425151,2.4849066497880004,0.9958,0.4252677354043441,10.3,Low
0.52,1.0,1.4816045409242156,0.4762341789963716,4.248495242049359,0.9996,1.0986122886681098,9.4,Low
0.6,0.03,1.0296194171811581,0.09075436326846414,4.605170185988092,0.995,0.43178241642553783,10.1,Low
0.6,0.03,1.0296194171811581,0.09075436326846414,4.605170185988092,0.995,0.43178241642553783,10.1,Low
0.43,0.42,1.8718021769015913,0.06859279146561172,4.859812404361672,0.9973,0.5364933705145685,10.5,Low
0.43,0.42,1.8718021769015913,0.06765864847381481,4.867534450455582,0.9973,0.5423242908253617,10.5,Low
0.43,0.42,1.8718021769015913,0.06859279146561172,4.859812404361672,0.9973,0.5364933705145685,10.5,Low
0.68,0.0,1.1631508098056809,0.07045846364856141,3.1354942159291497,0.9969,0.4054651081081644,9.3,Low
0.6,0.18,1.0647107369924282,0.07603468627599762,4.465908118654584,0.9968,0.4510756193602166,9.3,Low
0.95,0.03,1.0986122886681098,0.08617769624105233,3.044522437723423,0.9959,0.44468582126144574,9.6,Low
0.68,0.02,0.832909122935104,0.06952606264861023,3.044522437723423,0.9965,0.7323678937132266,9.2,Low
0.53,0.04,0.9932517730102833,0.07325046173959267,3.4657359027997265,0.9964,0.44468582126144574,10.0,Low
0.6,0.26,2.1162555148025524,0.06765864847381481,4.804021044733257,0.9982,0.3987761199573678,9.4,Low
0.59,0.26,2.1041341542702074,0.06765864847381481,4.804021044733257,0.9981,0.3987761199573678,9.4,Low
0.63,0.48,0.9932517730102833,0.09531017980432487,4.574710978503383,0.9961,0.4824261492442927,9.5,Low
0.64,0.1,1.1314021114911006,0.08157998699242289,4.624972813284271,0.9956,0.41871033485818504,10.2,Low
0.55,0.03,0.9555114450274363,0.06952606264861023,3.7612001156935624,0.9956,0.3920420877760237,9.0,Low
0.63,0.07,1.1314021114911006,0.08525984395082342,3.8066624897703196,0.9953,0.4382549309311553,10.4,Low
0.885,0.03,1.0296194171811581,0.05638033343610754,2.1972245773362196,0.9972,0.2851789422336624,9.1,Low
0.42,0.17,1.0986122886681098,0.07045846364856141,2.9444389791664403,0.9972,0.4762341789963716,9.2,Low
0.62,0.05,1.0647107369924282,0.0657877405380031,3.7612001156935624,0.9961,0.4510756193602166,11.5,Low
0.5,0.04,0.9162907318741551,0.08157998699242289,3.912023005428146,0.9958,0.5766133643039938,9.5,Low
0.38,0.21,1.0986122886681098,0.07696104113612832,3.58351893845611,0.9961,0.3852624007906449,9.5,Low
0.52,0.42,1.1939224684724346,0.08342160813907239,3.6635616461296463,0.9972,0.4762341789963716,10.5,Low
0.805,0.0,1.252762968495368,0.0657877405380031,3.044522437723423,0.9969,0.44468582126144574,9.6,Low
0.61,0.14,1.2237754316221157,0.06485097231961633,3.7612001156935624,0.9969,0.4637340162321401,9.5,Low
0.61,0.14,1.2237754316221157,0.06485097231961633,3.7612001156935624,0.9969,0.4637340162321401,9.5,Low
0.61,0.49,1.0986122886681098,0.23901690047049992,4.709530201312334,0.9972,0.7030975114131134,9.3,Low
0.73,0.02,1.252762968495368,0.07325046173959267,3.7612001156935624,0.9972,0.41871033485818504,9.3,Low
0.61,0.2,1.0296194171811581,0.07417939817425151,4.189654742026425,0.9971,0.4574248470388754,9.3,Low
0.62,0.21,1.0647107369924282,0.07603468627599762,4.143134726391533,0.997,0.4574248470388754,9.3,Low
0.31,0.57,1.0986122886681098,0.10526051065749295,4.454347296253507,0.9971,0.4252677354043441,9.7,Low
0.39,0.48,1.0986122886681098,0.0788111804242897,4.219507705176107,0.9972,0.4382549309311553,9.2,Low
0.5,0.33,1.0986122886681098,0.08065790301745447,4.969813299576001,0.9968,0.4382549309311553,9.5,Low
0.5,0.35,1.3609765531356006,0.07417939817425151,4.852030263919617,0.9976,0.4824261492442927,9.4,Low
0.37,0.25,1.0647107369924282,0.07138999608667293,3.912023005428146,0.9974,0.4824261492442927,9.8,Low
0.55,0.21,1.1631508098056809,0.06859279146561172,3.367295829986474,0.9964,0.4382549309311553,9.7,Low
0.55,0.21,1.1631508098056809,0.06859279146561172,3.367295829986474,0.9964,0.4382549309311553,9.7,Low
0.58,0.3,1.2237754316221157,0.07138999608667293,4.02535169073515,0.9968,0.4637340162321401,10.2,Low
0.3,0.6,1.0986122886681098,0.06485097231961633,3.332204510175204,0.9981,0.6780335427498971,10.1,Low
1.09,0.06,1.1314021114911006,0.05921185963184609,3.4657359027997265,0.9948,0.35767444427181594,11.4,Low
0.32,0.47,0.8754687373538999,0.05448818528406963,3.2188758248682006,0.99695,0.598836501088704,10.3,Medium-High
0.43,0.36,0.9555114450274363,0.08525984395082342,3.6375861597263857,0.99615,0.44468582126144574,9.2,Low
0.3,0.74,1.2809338454620642,0.09075436326846414,3.367295829986474,0.9994,0.5709795465857378,10.8,Medium-High
0.3,0.74,1.2809338454620642,0.09075436326846414,3.367295829986474,0.9994,0.5709795465857378,10.8,Medium-High
0.44,0.28,1.308332819650179,0.09531017980432487,4.564348191467836,0.9966,0.5128236264286639,9.4,Low
0.53,0.6,1.0986122886681098,0.038258712117090345,2.995732273553991,0.99585,0.6205764877251099,12.4,Low
0.725,0.24,1.33500106673234,0.07973496801885356,4.143134726391533,0.99685,0.44468582126144574,10.0,Low
0.57,0.26,1.1631508098056809,0.05826890812397577,4.189654742026425,0.9959,0.35767444427181594,10.1,Low
0.735,0.08,1.2237754316221157,0.0880108773227133,3.7376696182833684,0.9974,0.5364933705145685,9.8,Low
0.49,0.49,1.8870696490323797,0.05826890812397577,4.804021044733257,0.9974,0.5653138090500605,10.5,Low
0.625,0.16,1.0986122886681098,0.09621885774054283,3.912023005428146,0.9962,0.4510756193602166,11.0,Low
0.725,0.22,1.1631508098056809,0.06952606264861023,3.7376696182833684,0.9967,0.4382549309311553,9.1,Low
0.49,0.19,1.0647107369924282,0.07325046173959267,3.8066624897703196,0.9957,0.43178241642553783,9.7,Low
0.34,0.37,1.0986122886681098,0.0788111804242897,4.07753744390572,0.9964,0.4637340162321401,9.4,Low
0.53,0.26,1.0986122886681098,0.09621885774054283,4.290459441148391,0.9957,0.4510756193602166,9.4,Low
0.61,0.04,0.9162907318741551,0.055434706888100586,2.3978952727983707,0.99525,0.4700036292457356,9.5,Low
0.645,0.25,1.0986122886681098,0.07973496801885356,3.367295829986474,0.99815,0.4700036292457356,10.0,Low
0.43,0.25,1.2809338454620642,0.07045846364856141,4.1588830833596715,0.99615,0.4574248470388754,10.5,Low
0.59,0.5,1.0986122886681098,0.29042829811980614,4.406719247264253,0.9964,0.959350221334602,9.5,Low
0.48,0.04,0.9555114450274363,0.05259245011917058,4.672828834461906,0.9927,0.4824261492442927,12.2,Medium-High
0.38,0.06,1.0296194171811581,0.07510747248680541,3.912023005428146,0.99625,0.41871033485818504,9.9,Low
0.37,0.2,1.33500106673234,0.08617769624105233,4.07753744390572,0.998,0.5306282510621704,9.6,Low
1.0,0.09,1.1939224684724346,0.06297479916138844,3.6375861597263857,0.99685,0.4382549309311553,9.0,Low
0.63,0.0,1.0647107369924282,0.0925791812930931,3.6635616461296463,0.99675,0.4574248470388754,9.0,Low
0.635,0.37,0.9932517730102833,0.23348984336835407,4.143134726391533,0.9971,0.7371640659767197,9.3,Low
0.38,0.56,1.1314021114911006,0.08892620919440151,3.2188758248682006,0.99925,0.5364933705145685,10.9,Low
0.58,0.1,1.0296194171811581,0.09712671073072274,4.700480365792417,0.99565,0.3987761199573678,9.8,Low
0.21,0.44,1.1631508098056809,0.07232066157962612,3.2188758248682006,1.00005,0.6097655716208943,9.2,Medium-High
0.21,0.44,1.1631508098056809,0.07232066157962612,3.2188758248682006,1.00005,0.6097655716208943,9.2,Medium-High
0.66,0.0,1.0986122886681098,0.08065790301745447,3.1780538303479458,0.9983,0.6729444732424258,9.9,Low
0.68,0.07,1.0647107369924282,0.07232066157962612,3.9512437185814275,0.99685,0.41871033485818504,9.5,Low
0.66,0.0,1.0986122886681098,0.08065790301745447,3.1780538303479458,0.9983,0.6729444732424258,9.9,Low
0.32,0.44,0.9555114450274363,0.06109509935981088,3.6375861597263857,0.9985,0.5766133643039938,10.0,Low
0.6,0.0,1.0296194171811581,0.07138999608667293,3.5553480614894135,0.9972,0.5306282510621704,9.9,Low
0.35,0.48,1.410986973710262,0.08617769624105233,3.091042453358316,0.9986,0.4252677354043441,10.5,Low
0.775,0.42,1.0647107369924282,0.0880108773227133,4.465908118654584,0.9959,0.4637340162321401,9.5,Low
0.57,0.23,1.4350845252893227,0.07045846364856141,4.787491742782046,0.99675,0.4510756193602166,9.3,Low
0.34,0.37,1.1631508098056809,0.07232066157962612,2.6390573296152584,0.998,0.4824261492442927,9.2,Low
0.695,0.0,1.1314021114911006,0.07232066157962612,4.04305126783455,0.9968,0.5128236264286639,9.2,Low
0.41,0.76,1.0296194171811581,0.47685510419483734,3.828641396489095,0.9968,0.8153648132841945,9.4,Low
0.31,0.47,1.2809338454620642,0.08157998699242289,3.5263605246161616,0.99965,0.5877866649021191,10.5,Medium-High
0.33,0.23,0.9932517730102833,0.07417939817425151,3.828641396489095,0.99625,0.5007752879124893,9.3,Low
0.975,0.04,1.0986122886681098,0.08342160813907239,4.219507705176107,0.99565,0.4700036292457356,9.4,Low
0.52,0.03,0.9932517730102833,0.06765864847381481,3.58351893845611,0.99575,0.4510756193602166,10.0,Low
0.37,0.23,1.0296194171811581,0.07417939817425151,3.912023005428146,0.9963,0.5128236264286639,9.3,Low
0.56,0.49,1.2237754316221157,0.06203539091945264,3.332204510175204,0.9999,0.6259384308664953,10.9,Low
0.87,0.0,1.4586150226995167,0.0916671885258238,4.127134385045092,1.00025,0.5423242908253617,9.8,Low
0.35,0.46,1.5260563034950492,0.07510747248680541,3.6375861597263857,0.9973,0.6205764877251099,12.8,Medium-High
0.54,0.04,1.3862943611198906,0.07417939817425151,3.332204510175204,0.9987,0.6471032420585384,9.4,Low
0.18,0.51,1.6094379124341003,0.09893994785490356,3.1780538303479458,0.9996,0.6780335427498971,10.1,Low
0.545,0.06,1.6094379124341003,0.08342160813907239,4.127134385045092,0.9965,0.5128236264286639,10.7,Low
0.545,0.06,1.6094379124341003,0.08342160813907239,4.127134385045092,0.9965,0.5128236264286639,10.7,Low
0.54,0.04,1.3862943611198906,0.07417939817425151,3.332204510175204,0.9987,0.6471032420585384,9.4,Low
0.18,0.51,1.6094379124341003,0.09893994785490356,3.1780538303479458,0.9996,0.6780335427498971,10.1,Low
0.32,0.45,2.0014800002101243,0.07045846364856141,2.6390573296152584,0.9976,0.598836501088704,12.6,Medium-High
0.4,0.32,1.8870696490323797,0.08342160813907239,3.871201010907891,0.9991,0.5709795465857378,10.5,Medium-High
0.26,0.44,1.5260563034950492,0.06859279146561172,2.995732273553991,0.9986,0.598836501088704,9.3,Low
0.27,0.68,1.5040773967762742,0.3060130291365044,2.3978952727983707,0.9972,0.7323678937132266,9.9,Medium-High
0.4,0.32,1.8870696490323797,0.08342160813907239,3.871201010907891,0.9991,0.5709795465857378,10.5,Medium-High
0.59,0.07,1.4816045409242156,0.09712671073072274,4.276666119016055,1.00015,0.5364933705145685,9.8,Low
0.59,0.07,1.4816045409242156,0.09712671073072274,4.276666119016055,1.00015,0.5364933705145685,9.8,Low
0.45,0.55,1.0986122886681098,0.07045846364856141,3.912023005428146,0.9997,0.5653138090500605,10.3,Low
0.4,0.12,1.3862943611198906,0.0880108773227133,3.9889840465642745,0.9967,0.5306282510621704,10.3,Low
0.52,0.09,1.252762968495368,0.08709470685093376,3.912023005428146,0.9976,0.6205764877251099,10.6,Medium-High
0.42,0.53,1.4586150226995167,0.09984533496971613,4.59511985013459,1.001,0.6678293725756554,9.2,Low
0.52,0.09,1.252762968495368,0.08709470685093376,3.912023005428146,0.9976,0.6205764877251099,10.6,Medium-High
0.55,0.23,1.308332819650179,0.08709470685093376,3.8918202981106265,0.9994,0.49469624183610705,10.3,Low
0.36,0.25,1.2237754316221157,0.0934903430873389,2.833213344056216,0.9964,0.4700036292457356,10.1,Low
0.34,0.52,1.4350845252893227,0.08984070399978947,3.9889840465642745,1.0014,0.5933268452777344,9.5,Low
0.5,0.46,1.252762968495368,0.07045846364856141,3.332204510175204,1.0001,0.49469624183610705,9.5,Low
0.83,0.37,1.2809338454620642,0.08250122151174369,4.2626798770413155,0.9981,0.41871033485818504,9.9,Low
0.63,0.06,1.0986122886681098,0.07973496801885356,3.4011973816621555,0.99855,0.5481214085096876,9.6,Low
0.65,0.02,1.1939224684724346,0.08984070399978947,3.4657359027997265,0.9993,0.5877866649021191,9.7,Low
0.53,0.06,1.2809338454620642,0.08250122151174369,3.8066624897703196,0.9965,0.4637340162321401,10.7,Low
0.18,0.48,0.9162907318741551,0.0657877405380031,2.772588722239781,0.9973,0.49469624183610705,10.1,Low
0.705,0.12,1.2809338454620642,0.0880108773227133,3.367295829986474,0.9994,0.5423242908253617,10.0,Low
0.65,0.6,1.1314021114911006,0.10616019582839055,4.51085950651685,0.9973,0.41871033485818504,9.2,Low
0.62,0.32,1.1631508098056809,0.0788111804242897,4.007333185232471,0.9966,0.41871033485818504,9.4,Low
0.41,0.42,1.2237754316221157,0.1930966299619131,2.70805020110221,0.9994,0.4824261492442927,9.5,Low
0.43,0.44,1.2237754316221157,0.19392069263730652,2.5649493574615367,0.9994,0.48858001481867097,9.5,Low
0.53,0.24,1.0986122886681098,0.06952606264861023,4.663439094112067,0.996,0.43178241642553783,9.4,Low
0.46,0.31,1.33500106673234,0.08892620919440151,4.59511985013459,0.99815,0.48858001481867097,9.5,Low
0.47,0.3,1.3862943611198906,0.07325046173959267,4.912654885736052,0.9976,0.4252677354043441,9.4,Low
0.36,0.29,1.2809338454620642,0.08342160813907239,4.290459441148391,0.99645,0.5187937934151675,11.0,Low
0.66,0.39,1.4350845252893227,0.07973496801885356,4.0943445622221,0.9989,0.5364933705145685,11.5,Medium-High
0.77,0.12,1.3609765531356006,0.0788111804242897,4.31748811353631,0.99865,0.49469624183610705,10.4,Low
0.61,0.26,1.4816045409242156,0.08617769624105233,4.477336814478207,0.99975,0.4824261492442927,9.7,Low
0.49,0.2,2.4849066497880004,0.06859279146561172,3.9318256327243257,1.0015,0.5247285289349821,9.2,Low
0.49,0.2,2.4849066497880004,0.06859279146561172,3.9318256327243257,1.0015,0.5247285289349821,9.2,Low
0.53,0.66,1.536867219599265,0.11422114409002286,2.70805020110221,0.9978,0.5538851132264376,11.5,Medium-High
0.44,0.5,1.7047480922384253,0.10165365372649983,2.6390573296152584,0.998,0.6043159668533294,11.5,Low
0.27,0.62,1.2809338454620642,0.0788111804242897,3.091042453358316,1.0002,0.5128236264286639,9.7,Low
0.56,0.08,1.1314021114911006,0.09984533496971613,3.8066624897703196,0.9958,0.41871033485818504,11.0,Low
0.65,0.01,1.252762968495368,0.07510747248680541,3.6635616461296463,0.9963,0.5538851132264376,11.7,Medium-High
0.695,0.53,1.4816045409242156,0.12044615307586716,3.091042453358316,0.9992,0.6097655716208943,12.2,Medium-High
0.43,0.45,1.0647107369924282,0.050693114315518116,2.833213344056216,0.9948,0.5306282510621704,12.5,Low
0.43,0.32,1.33500106673234,0.07696104113612832,4.07753744390572,0.9974,0.49469624183610705,10.3,Low
0.28,0.54,1.1939224684724346,0.0788111804242897,3.4011973816621555,0.9997,0.8586616190375187,9.8,Medium-High
0.39,0.47,1.0296194171811581,0.11154137473290741,2.70805020110221,0.9982,0.5596157879354227,9.8,Low
0.39,0.47,1.0296194171811581,0.11154137473290741,2.70805020110221,0.9982,0.5596157879354227,9.8,Low
0.57,0.5,1.2809338454620642,0.0788111804242897,3.4965075614664802,1.0006,0.5766133643039938,10.7,Low
0.49,0.67,1.3862943611198906,0.08892620919440151,2.772588722239781,0.9986,0.6575200029167941,12.0,Low
0.56,0.31,1.33500106673234,0.08525984395082342,3.8501476017100584,0.9979,0.6523251860396903,10.0,Low
0.795,0.0,1.2809338454620642,0.0916671885258238,3.295836866004329,0.9994,0.6043159668533294,9.4,Low
0.665,0.0,1.2237754316221157,0.08617769624105233,2.995732273553991,0.9974,0.5481214085096876,9.3,Low
0.53,0.79,1.7578579175523736,0.11332868530700317,4.356708826689592,1.0018,0.5709795465857378,13.0,Low
0.21,0.4,0.8754687373538999,0.0639133257436528,5.111987788356544,0.9912,0.4637340162321401,11.9,Low
